s/n,date,Temperature(oC),Rel. Humidity(%),Light(lux),CO2(ppm),HumidityRatio(kg/kg),Occupancy
2954,04-02-15 22:38,21.29,25.7,0,475.3333333,0.004020769,0
2955,04-02-15 22:40,21.29,25.7,0,477,0.004020769,0
2956,04-02-15 22:40,21.29,25.7,0,475.5,0.004020769,0
2957,04-02-15 22:41,21.29,25.7,0,477.5,0.004020769,0
2958,04-02-15 22:43,21.29,25.7,0,477.5,0.004020769,0
2959,04-02-15 22:44,21.29,25.7,0,478,0.004020769,0
2960,04-02-15 22:45,21.29,25.7,0,473.5,0.004020769,0
2961,04-02-15 22:46,21.29,25.7,0,472.5,0.004020769,0
2962,04-02-15 22:46,21.29,25.7,0,472,0.004020769,0
2963,04-02-15 22:47,21.29,25.7,0,469.5,0.004020769,0
2964,04-02-15 22:49,21.29,25.7,0,466.6666667,0.004020769,0
2965,04-02-15 22:50,21.29,25.7,0,467,0.004020769,0
2966,04-02-15 22:51,21.29,25.7,0,469.5,0.004020769,0
2967,04-02-15 22:52,21.2,25.6,0,469,0.003982828,0
2968,04-02-15 22:53,21.29,25.7,0,471,0.004020769,0
2969,04-02-15 22:53,21.29,25.7,0,469,0.004020769,0
2970,04-02-15 22:54,21.26,25.66666667,0,467.3333333,0.00400809,0
2971,04-02-15 22:56,21.245,25.65,0,471.5,0.004001763,0
2972,04-02-15 22:57,21.23,25.63333333,0,471.6666667,0.003995443,0
2973,04-02-15 22:58,21.29,25.7,0,475,0.004020769,0
2974,04-02-15 22:59,21.2,25.6,0,471,0.003982828,0
2975,04-02-15 22:59,21.2,25.6,0,471,0.003982828,0
2976,04-02-15 23:00,21.245,25.65,0,471,0.004001763,0
2977,04-02-15 23:02,21.245,25.65,0,474.5,0.004001763,0
2978,04-02-15 23:03,21.2,25.6,0,475.5,0.003982828,0
2979,04-02-15 23:04,21.2,25.6,0,474,0.003982828,0
2980,04-02-15 23:05,21.2,25.6,0,469,0.003982828,0
2981,04-02-15 23:06,21.2,25.6,0,474,0.003982828,0
2982,04-02-15 23:06,21.2,25.6,0,474,0.003982828,0
2983,04-02-15 23:08,21.2,25.6,0,468.5,0.003982828,0
2984,04-02-15 23:09,21.2,25.6,0,469.5,0.003982828,0
2985,04-02-15 23:10,21.2,25.6,0,472.5,0.003982828,0
2986,04-02-15 23:10,21.2,25.6,0,467.5,0.003982828,0
2987,04-02-15 23:12,21.2,25.6,0,469,0.003982828,0
2988,04-02-15 23:12,21.2,25.55,0,466.5,0.003974999,0
2989,04-02-15 23:13,21.2,25.5,0,469.5,0.003967171,0
2990,04-02-15 23:15,21.2,25.5,0,469,0.003967171,0
2991,04-02-15 23:16,21.2,25.5,0,467,0.003967171,0
2992,04-02-15 23:17,21.2,25.5,0,467.3333333,0.003967171,0
2993,04-02-15 23:18,21.2,25.5,0,467,0.003967171,0
2994,04-02-15 23:19,21.2,25.5,0,464.5,0.003967171,0
2995,04-02-15 23:19,21.2,25.445,0,466,0.00395856,0
2996,04-02-15 23:21,21.2,25.5,0,473,0.003967171,0
2997,04-02-15 23:22,21.2,25.39,0,475,0.003949949,0
2998,04-02-15 23:23,21.2,25.39,0,471,0.003949949,0
2999,04-02-15 23:23,21.2,25.39,0,470,0.003949949,0
3000,04-02-15 23:25,21.2,25.39,0,466.25,0.003949949,0
3001,04-02-15 23:25,21.2,25.39,0,467,0.003949949,0
3002,04-02-15 23:26,21.2,25.39,0,473,0.003949949,0
3003,04-02-15 23:28,21.2,25.39,0,468,0.003949949,0
3004,04-02-15 23:29,21.2,25.39,0,463,0.003949949,0
3005,04-02-15 23:30,21.2,25.39,0,466,0.003949949,0
3006,04-02-15 23:31,21.2,25.39,0,467,0.003949949,0
3007,04-02-15 23:31,21.2,25.29,0,468,0.003934293,0
3008,04-02-15 23:32,21.2,25.39,0,468,0.003949949,0
3009,04-02-15 23:34,21.2,25.29,0,468,0.003934293,0
3010,04-02-15 23:35,21.2,25.34,0,465.5,0.003942121,0
3011,04-02-15 23:36,21.2,25.39,0,464,0.003949949,0
3012,04-02-15 23:37,21.2,25.34,0,464.5,0.003942121,0
3013,04-02-15 23:38,21.2,25.29,0,465.6666667,0.003934293,0
3014,04-02-15 23:38,21.2,25.365,0,465.75,0.003946035,0
3015,04-02-15 23:39,21.2,25.39,0,464,0.003949949,0
3016,04-02-15 23:41,21.2,25.39,0,467,0.003949949,0
3017,04-02-15 23:42,21.15,25.39,0,466.5,0.003937767,0
3018,04-02-15 23:43,21.2,25.39,0,465,0.003949949,0
3019,04-02-15 23:44,21.2,25.39,0,462,0.003949949,0
3020,04-02-15 23:44,21.2,25.39,0,459.6666667,0.003949949,0
3021,04-02-15 23:45,21.2,25.29,0,458,0.003934293,0
3022,04-02-15 23:47,21.2,25.34,0,462.5,0.003942121,0
3023,04-02-15 23:48,21.2,25.29,0,467,0.003934293,0
3024,04-02-15 23:49,21.2,25.29,0,466.5,0.003934293,0
3025,04-02-15 23:50,21.2,25.29,0,463,0.003934293,0
3026,04-02-15 23:51,21.2,25.29,0,465,0.003934293,0
3027,04-02-15 23:51,21.2,25.29,0,463.25,0.003934293,0
3028,04-02-15 23:53,21.2,25.29,0,460,0.003934293,0
3029,04-02-15 23:54,21.2,25.29,0,457,0.003934293,0
3030,04-02-15 23:55,21.2,25.29,0,456,0.003934293,0
3031,04-02-15 23:55,21.245,25.245,0,454,0.003938177,0
3032,04-02-15 23:57,21.23,25.23,0,454,0.003932179,0
3033,04-02-15 23:57,21.29,25.29,0,458,0.003956216,0
3034,04-02-15 23:58,21.2,25.2,0,456,0.003920204,0
3035,05-02-15 0:00,21.245,25.245,0,456.5,0.003938177,0
3036,05-02-15 0:01,21.245,25.245,0,458.5,0.003938177,0
3037,05-02-15 0:02,21.26,25.26,0,459.6666667,0.003944183,0
3038,05-02-15 0:03,21.245,25.245,0,464,0.003938177,0
3039,05-02-15 0:04,21.245,25.2,0,465,0.003931113,0
3040,05-02-15 0:04,21.29,25.2,0,461,0.003942048,0
3041,05-02-15 0:06,21.245,25.2,0,458.5,0.003931113,0
3042,05-02-15 0:07,21.29,25.2,0,459,0.003942048,0
3043,05-02-15 0:08,21.29,25.2,0,451,0.003942048,0
3044,05-02-15 0:08,21.29,25.2,0,456,0.003942048,0
3045,05-02-15 0:10,21.29,25.2,0,463,0.003942048,0
3046,05-02-15 0:10,21.29,25.2,0,461.6666667,0.003942048,0
3047,05-02-15 0:11,21.29,25.2,0,458,0.003942048,0
3048,05-02-15 0:13,21.29,25.2,0,450,0.003942048,0
3049,05-02-15 0:14,21.29,25.2,0,457,0.003942048,0
3050,05-02-15 0:15,21.29,25.2,0,456,0.003942048,0
3051,05-02-15 0:16,21.29,25.2,0,456,0.003942048,0
3052,05-02-15 0:16,21.29,25.2,0,461,0.003942048,0
3053,05-02-15 0:17,21.29,25.2,0,463,0.003942048,0
3054,05-02-15 0:19,21.29,25.2,0,460,0.003942048,0
3055,05-02-15 0:20,21.29,25.2,0,456,0.003942048,0
3056,05-02-15 0:21,21.29,25.2,0,454.5,0.003942048,0
3057,05-02-15 0:22,21.29,25.2,0,448.5,0.003942048,0
3058,05-02-15 0:23,21.29,25.2,0,453.5,0.003942048,0
3059,05-02-15 0:23,21.29,25.2,0,454,0.003942048,0
3060,05-02-15 0:24,21.29,25.2,0,454,0.003942048,0
3061,05-02-15 0:26,21.29,25.245,0,450.5,0.003949132,0
3062,05-02-15 0:27,21.29,25.245,0,453,0.003949132,0
3063,05-02-15 0:28,21.2,25.2,0,457,0.003920204,0
3064,05-02-15 0:29,21.2,25.2,0,452.5,0.003920204,0
3065,05-02-15 0:29,21.2,25.2,0,449,0.003920204,0
3066,05-02-15 0:30,21.2,25.2,0,458.6666667,0.003920204,0
3067,05-02-15 0:32,21.2,25.2,0,454.5,0.003920204,0
3068,05-02-15 0:33,21.2,25.245,0,455.5,0.003927249,0
3069,05-02-15 0:34,21.2,25.245,0,453.5,0.003927249,0
3070,05-02-15 0:35,21.2,25.29,0,452,0.003934293,0
3071,05-02-15 0:36,21.2,25.29,0,451.5,0.003934293,0
3072,05-02-15 0:36,21.2,25.29,0,451,0.003934293,0
3073,05-02-15 0:38,21.16666667,25.35666667,0,450.3333333,0.003936616,0
3074,05-02-15 0:39,21.16666667,25.39,0,450,0.003941824,0
3075,05-02-15 0:40,21.15,25.39,0,453.5,0.003937767,0
3076,05-02-15 0:40,21.1,25.39,0,454,0.003925619,0
3077,05-02-15 0:42,21.15,25.39,0,452.5,0.003937767,0
3078,05-02-15 0:42,21.1,25.39,0,454,0.003925619,0
3079,05-02-15 0:43,21.1,25.39,0,457,0.003925619,0
3080,05-02-15 0:45,21.1,25.46333333,0,450.3333333,0.003937029,0
3081,05-02-15 0:46,21.1,25.5,0,451,0.003942734,0
3082,05-02-15 0:47,21.1,25.5,0,451,0.003942734,0
3083,05-02-15 0:48,21.05,25.445,0,449,0.003922035,0
3084,05-02-15 0:49,21.1,25.5,0,449,0.003942734,0
3085,05-02-15 0:49,21.05,25.445,0,450,0.003922035,0
3086,05-02-15 0:51,21.05,25.445,0,449,0.003922035,0
3087,05-02-15 0:52,21.1,25.5,0,445,0.003942734,0
3088,05-02-15 0:53,21,25.39,0,443,0.003901421,0
3089,05-02-15 0:53,21.1,25.5,0,446.5,0.003942734,0
3090,05-02-15 0:55,21.1,25.5,0,446,0.003942734,0
3091,05-02-15 0:55,21.1,25.5,0,451.5,0.003942734,0
3092,05-02-15 0:56,21.1,25.39,0,445,0.003925619,0
3093,05-02-15 0:58,21.1,25.39,0,449,0.003925619,0
3094,05-02-15 0:59,21.1,25.39,0,451.6666667,0.003925619,0
3095,05-02-15 1:00,21.1,25.39,0,452,0.003925619,0
3096,05-02-15 1:01,21.1,25.39,0,451,0.003925619,0
3097,05-02-15 1:01,21.05,25.34,0,450,0.003905749,0
3098,05-02-15 1:02,21.1,25.39,0,450,0.003925619,0
3099,05-02-15 1:04,21.1,25.39,0,448,0.003925619,0
3100,05-02-15 1:05,21.1,25.39,0,450.6666667,0.003925619,0
3101,05-02-15 1:06,21.1,25.39,0,450,0.003925619,0
3102,05-02-15 1:07,21.15,25.39,0,446,0.003937767,0
3103,05-02-15 1:08,21.1,25.39,0,444,0.003925619,0
3104,05-02-15 1:08,21.125,25.39,0,447.5,0.003931689,0
3105,05-02-15 1:09,21.13333333,25.39,0,443.3333333,0.003933714,0
3106,05-02-15 1:11,21.1,25.34,0,443.5,0.00391784,0
3107,05-02-15 1:12,21.1,25.34,0,444,0.00391784,0
3108,05-02-15 1:13,21.15,25.34,0,449,0.003929964,0
3109,05-02-15 1:14,21.2,25.29,0,449.3333333,0.003934293,0
3110,05-02-15 1:14,21.15,25.29,0,448,0.003922161,0
3111,05-02-15 1:15,21.15,25.245,0,449.5,0.003915138,0
3112,05-02-15 1:17,21.2,25.245,0,450,0.003927249,0
3113,05-02-15 1:18,21.2,25.2,0,447,0.003920204,0
3114,05-02-15 1:19,21.2,25.2,0,446,0.003920204,0
3115,05-02-15 1:20,21.13333333,25.2,0,443,0.003904093,0
3116,05-02-15 1:21,21.16666667,25.2,0,444,0.003912141,0
3117,05-02-15 1:21,21.2,25.2,0,444.5,0.003920204,0
3118,05-02-15 1:23,21.2,25.2,0,445,0.003920204,0
3119,05-02-15 1:24,21.2,25.2,0,451,0.003920204,0
3120,05-02-15 1:25,21.2,25.2,0,450,0.003920204,0
3121,05-02-15 1:25,21.2,25.2,0,444,0.003920204,0
3122,05-02-15 1:27,21.2,25.2,0,443,0.003920204,0
3123,05-02-15 1:27,21.2,25.1,0,438.5,0.00390455,0
3124,05-02-15 1:28,21.2,25.1,0,441,0.00390455,0
3125,05-02-15 1:30,21.2,25.1,0,444,0.00390455,0
3126,05-02-15 1:31,21.2,25.15,0,441.5,0.003912377,0
3127,05-02-15 1:32,21.2,25.1,0,441,0.00390455,0
3128,05-02-15 1:33,21.2,25.1,0,439.5,0.00390455,0
3129,05-02-15 1:34,21.2,25.1,0,441,0.00390455,0
3130,05-02-15 1:34,21.2,25.1,0,442,0.00390455,0
3131,05-02-15 1:36,21.2,25.1,0,441,0.00390455,0
3132,05-02-15 1:37,21.2,25.1,0,436,0.00390455,0
3133,05-02-15 1:38,21.2,25.1,0,442.5,0.00390455,0
3134,05-02-15 1:38,21.2,25.1,0,446,0.00390455,0
3135,05-02-15 1:40,21.2,25.1,0,443,0.00390455,0
3136,05-02-15 1:40,21.2,25.1,0,437.5,0.00390455,0
3137,05-02-15 1:41,21.2,25.1,0,440.5,0.00390455,0
3138,05-02-15 1:43,21.2,25.05,0,439.5,0.003896723,0
3139,05-02-15 1:44,21.2,25,0,443,0.003888897,0
3140,05-02-15 1:45,21.2,25,0,443,0.003888897,0
3141,05-02-15 1:46,21.2,25,0,438.5,0.003888897,0
3142,05-02-15 1:46,21.2,25,0,438,0.003888897,0
3143,05-02-15 1:47,21.2,25,0,442.3333333,0.003888897,0
3144,05-02-15 1:49,21.2,25,0,448,0.003888897,0
3145,05-02-15 1:50,21.2,25.1,0,447.5,0.00390455,0
3146,05-02-15 1:51,21.125,25.1,0,445.75,0.003886501,0
3147,05-02-15 1:52,21.1,25,0,439,0.003864945,0
3148,05-02-15 1:53,21.1,25.1,0,440,0.003880502,0
3149,05-02-15 1:53,21.1,25.1,0,441.5,0.003880502,0
3150,05-02-15 1:54,21.1,25.06666667,0,439,0.003875316,0
3151,05-02-15 1:56,21.1,25,0,439,0.003864945,0
3152,05-02-15 1:57,21.1,25.1,0,437.5,0.003880502,0
3153,05-02-15 1:58,21.05,25.05,0,437.5,0.003860772,0
3154,05-02-15 1:59,21.1,25.1,0,439.3333333,0.003880502,0
3155,05-02-15 1:59,21.1,25.1,0,443,0.003880502,0
3156,05-02-15 2:00,21,25,0,440.5,0.003841124,0
3157,05-02-15 2:02,21,25,0,442.3333333,0.003841124,0
3158,05-02-15 2:03,21,25,0,440.6666667,0.003841124,0
3159,05-02-15 2:04,21,25,0,440,0.003841124,0
3160,05-02-15 2:05,21,25,0,439,0.003841124,0
3161,05-02-15 2:06,21,25,0,442,0.003841124,0
3162,05-02-15 2:06,21,25,0,443.5,0.003841124,0
3163,05-02-15 2:08,21,25,0,445,0.003841124,0
3164,05-02-15 2:09,21,25,0,445,0.003841124,0
3165,05-02-15 2:10,21,25.05,0,442.5,0.003848854,0
3166,05-02-15 2:10,21,25.1,0,440,0.003856584,0
3167,05-02-15 2:12,21,25,0,439.5,0.003841124,0
3168,05-02-15 2:12,21,25,0,438.5,0.003841124,0
3169,05-02-15 2:13,21,25,0,435,0.003841124,0
3170,05-02-15 2:15,21,25,0,439.5,0.003841124,0
3171,05-02-15 2:16,21,25,0,440.5,0.003841124,0
3172,05-02-15 2:17,21,25,0,439.5,0.003841124,0
3173,05-02-15 2:18,21,25,0,441,0.003841124,0
3174,05-02-15 2:19,21,25,0,442,0.003841124,0
3175,05-02-15 2:19,21,25,0,445,0.003841124,0
3176,05-02-15 2:21,21,25,0,444,0.003841124,0
3177,05-02-15 2:22,21,25,0,445,0.003841124,0
3178,05-02-15 2:23,21,24.89,0,444,0.003824119,0
3179,05-02-15 2:23,21,24.89,0,443,0.003824119,0
3180,05-02-15 2:25,21,24.89,0,448,0.003824119,0
3181,05-02-15 2:25,21.05,24.945,0,443,0.003844489,0
3182,05-02-15 2:26,21.05,24.945,0,440,0.003844489,0
3183,05-02-15 2:28,21,24.89,0,440,0.003824119,0
3184,05-02-15 2:29,21.03333333,24.92666667,0,441,0.00383769,0
3185,05-02-15 2:30,21.05,24.945,0,440.5,0.003844489,0
3186,05-02-15 2:31,21.05,24.945,0,444.5,0.003844489,0
3187,05-02-15 2:31,21.1,25,0,446,0.003864945,0
3188,05-02-15 2:32,21.05,24.945,0,442.5,0.003844489,0
3189,05-02-15 2:34,21,24.89,0,439,0.003824119,0
3190,05-02-15 2:35,21.1,24.89,0,441,0.003847834,0
3191,05-02-15 2:36,21.1,24.89,0,438.3333333,0.003847834,0
3192,05-02-15 2:37,21.03333333,24.89,0,439.5,0.00383201,0
3193,05-02-15 2:38,21.075,24.9725,0,440.75,0.003854707,0
3194,05-02-15 2:38,21.03333333,24.92666667,0,437,0.00383769,0
3195,05-02-15 2:39,21.1,24.945,0,440.5,0.00385639,0
3196,05-02-15 2:41,21.1,24.9175,0,442.25,0.003852112,0
3197,05-02-15 2:42,21.1,24.89,0,435,0.003847834,0
3198,05-02-15 2:43,21.1,24.89,0,435.5,0.003847834,0
3199,05-02-15 2:44,21.1,24.89,0,432,0.003847834,0
3200,05-02-15 2:44,21.1,24.89,0,439.5,0.003847834,0
3201,05-02-15 2:45,21.05,24.84,0,442.5,0.003828207,0
3202,05-02-15 2:47,21.1,24.89,0,438.5,0.003847834,0
3203,05-02-15 2:48,21.05,24.84,0,435.5,0.003828207,0
3204,05-02-15 2:49,21.06666667,24.85666667,0,437.3333333,0.003834741,0
3205,05-02-15 2:50,21.1,24.89,0,437,0.003847834,0
3206,05-02-15 2:51,21.03333333,24.82333333,0,438,0.003821683,0
3207,05-02-15 2:51,21.025,24.84,0,435,0.003822295,0
3208,05-02-15 2:53,21,24.79,0,440,0.003808661,0
3209,05-02-15 2:54,21,24.82333333,0,441.3333333,0.003813814,0
3210,05-02-15 2:55,21,24.85666667,0,435,0.003818966,0
3211,05-02-15 2:55,21,24.89,0,432,0.003824119,0
3212,05-02-15 2:57,21,24.89,0,435.5,0.003824119,0
3213,05-02-15 2:57,21,24.89,0,444,0.003824119,0
3214,05-02-15 2:58,21,24.84,0,444.5,0.00381639,0
3215,05-02-15 3:00,21,24.89,0,446,0.003824119,0
3216,05-02-15 3:01,21,24.89,0,445,0.003824119,0
3217,05-02-15 3:02,21,24.89,0,438.3333333,0.003824119,0
3218,05-02-15 3:03,21,24.89,0,445.5,0.003824119,0
3219,05-02-15 3:04,21,24.89,0,439,0.003824119,0
3220,05-02-15 3:04,21,24.89,0,439,0.003824119,0
3221,05-02-15 3:06,20.945,24.89,0,439.5,0.003811131,0
3222,05-02-15 3:07,20.96333333,24.89,0,443.3333333,0.003815456,0
3223,05-02-15 3:08,20.89,24.89,0,443.5,0.003798181,0
3224,05-02-15 3:08,20.92666667,24.89,0,444,0.00380681,0
3225,05-02-15 3:10,21,24.89,0,447.5,0.003824119,0
3226,05-02-15 3:10,20.89,24.89,0,445.5,0.003798181,0
3227,05-02-15 3:11,20.89,24.89,0,443,0.003798181,0
3228,05-02-15 3:13,20.89,24.89,0,438,0.003798181,0
3229,05-02-15 3:14,20.89,24.89,0,428,0.003798181,0
3230,05-02-15 3:15,20.89,24.89,0,431,0.003798181,0
3231,05-02-15 3:16,20.89,24.89,0,441,0.003798181,0
3232,05-02-15 3:16,20.89,24.89,0,446,0.003798181,0
3233,05-02-15 3:17,20.89,24.89,0,447,0.003798181,0
3234,05-02-15 3:19,20.89,24.89,0,439,0.003798181,0
3235,05-02-15 3:20,20.89,24.89,0,438.3333333,0.003798181,0
3236,05-02-15 3:21,20.89,24.89,0,442,0.003798181,0
3237,05-02-15 3:22,20.92666667,24.79,0,443.3333333,0.003791422,0
3238,05-02-15 3:23,20.89,24.79,0,448,0.003782829,0
3239,05-02-15 3:23,20.89,24.79,0,444.5,0.003782829,0
3240,05-02-15 3:24,20.92666667,24.79,0,443.3333333,0.003791422,0
3241,05-02-15 3:26,20.945,24.79,0,445,0.003795725,0
3242,05-02-15 3:27,21,24.7,0,445,0.003794749,0
3243,05-02-15 3:28,21,24.7,0,443.5,0.003794749,0
3244,05-02-15 3:29,21,24.7,0,439,0.003794749,0
3245,05-02-15 3:29,21,24.7,0,441.5,0.003794749,0
3246,05-02-15 3:30,21,24.63333333,0,441.3333333,0.003784445,0
3247,05-02-15 3:32,21,24.6,0,441,0.003779293,0
3248,05-02-15 3:33,21,24.6,0,441,0.003779293,0
3249,05-02-15 3:34,21,24.6,0,440,0.003779293,0
3250,05-02-15 3:35,21,24.6,0,436,0.003779293,0
3251,05-02-15 3:36,21,24.6,0,444,0.003779293,0
3252,05-02-15 3:36,21,24.6,0,442,0.003779293,0
3253,05-02-15 3:38,21,24.6,0,443.6666667,0.003779293,0
3254,05-02-15 3:39,21,24.6,0,439.5,0.003779293,0
3255,05-02-15 3:40,21,24.56666667,0,439.3333333,0.003774141,0
3256,05-02-15 3:40,21,24.55,0,443.5,0.003771565,0
3257,05-02-15 3:42,21,24.5,0,445,0.003763837,0
3258,05-02-15 3:42,21,24.5,0,441.5,0.003763837,0
3259,05-02-15 3:43,21,24.5,0,445,0.003763837,0
3260,05-02-15 3:45,21,24.5,0,444.5,0.003763837,0
3261,05-02-15 3:46,21,24.5,0,443.6666667,0.003763837,0
3262,05-02-15 3:47,21,24.5,0,445.5,0.003763837,0
3263,05-02-15 3:48,21,24.445,0,445,0.003755336,0
3264,05-02-15 3:49,21,24.445,0,443.5,0.003755336,0
3265,05-02-15 3:49,21,24.39,0,447,0.003746836,0
3266,05-02-15 3:51,21,24.39,0,444,0.003746836,0
3267,05-02-15 3:52,21,24.5,0,442.5,0.003763837,0
3268,05-02-15 3:53,21,24.42666667,0,445,0.003752503,0
3269,05-02-15 3:53,21,24.5,0,444,0.003763837,0
3270,05-02-15 3:55,21,24.39,0,440,0.003746836,0
3271,05-02-15 3:55,21,24.39,0,445.5,0.003746836,0
3272,05-02-15 3:56,21,24.39,0,444.5,0.003746836,0
3273,05-02-15 3:58,21,24.39,0,442.5,0.003746836,0
3274,05-02-15 3:59,21,24.39,0,444,0.003746836,0
3275,05-02-15 4:00,21,24.39,0,442,0.003746836,0
3276,05-02-15 4:01,21,24.35666667,0,442.6666667,0.003741684,0
3277,05-02-15 4:01,21,24.29,0,439,0.003731382,0
3278,05-02-15 4:02,20.89,24.39,0,440,0.003721425,0
3279,05-02-15 4:04,20.945,24.39,0,440,0.003734112,0
3280,05-02-15 4:05,21,24.39,0,444,0.003746836,0
3281,05-02-15 4:06,20.89,24.39,0,439.5,0.003721425,0
3282,05-02-15 4:07,20.89,24.39,0,440,0.003721425,0
3283,05-02-15 4:08,20.89,24.39,0,440,0.003721425,0
3284,05-02-15 4:08,20.89,24.29,0,442,0.003706077,0
3285,05-02-15 4:09,20.89,24.34,0,445,0.003713751,0
3286,05-02-15 4:11,20.85666667,24.35666667,0,447,0.00370865,0
3287,05-02-15 4:12,20.89,24.39,0,446,0.003721425,0
3288,05-02-15 4:13,20.89,24.34,0,445,0.003713751,0
3289,05-02-15 4:14,20.89,24.39,0,445,0.003721425,0
3290,05-02-15 4:14,20.89,24.29,0,443,0.003706077,0
3291,05-02-15 4:15,20.89,24.29,0,442,0.003706077,0
3292,05-02-15 4:17,20.84,24.245,0,444,0.003687739,0
3293,05-02-15 4:18,20.89,24.39,0,443.5,0.003721425,0
3294,05-02-15 4:19,20.89,24.29,0,441,0.003706077,0
3295,05-02-15 4:20,20.85666667,24.26,0,441,0.003693843,0
3296,05-02-15 4:21,20.89,24.29,0,444,0.003706077,0
3297,05-02-15 4:21,20.89,24.29,0,445.5,0.003706077,0
3298,05-02-15 4:23,20.89,24.29,0,441,0.003706077,0
3299,05-02-15 4:24,20.89,24.29,0,445.3333333,0.003706077,0
3300,05-02-15 4:25,20.89,24.2,0,442,0.003692263,0
3301,05-02-15 4:25,20.89,24.29,0,442,0.003706077,0
3302,05-02-15 4:27,20.89,24.2,0,446.5,0.003692263,0
3303,05-02-15 4:27,20.85666667,24.16666667,0,444.3333333,0.003679548,0
3304,05-02-15 4:28,20.89,24.2,0,445.5,0.003692263,0
3305,05-02-15 4:30,20.89,24.2,0,441.5,0.003692263,0
3306,05-02-15 4:31,20.865,24.175,0,447.25,0.003682724,0
3307,05-02-15 4:32,20.89,24.2,0,448,0.003692263,0
3308,05-02-15 4:33,20.89,24.175,0,447.25,0.003688426,0
3309,05-02-15 4:34,20.89,24.2,0,439,0.003692263,0
3310,05-02-15 4:34,20.89,24.15,0,440,0.003684589,0
3311,05-02-15 4:36,20.89,24.2,0,440,0.003692263,0
3312,05-02-15 4:37,20.89,24.1,0,445,0.003676916,0
3313,05-02-15 4:38,20.89,24,0,438,0.003661569,0
3314,05-02-15 4:38,20.945,24,0,438.5,0.00367405,0
3315,05-02-15 4:40,21,24,0,440,0.003686568,0
3316,05-02-15 4:40,20.945,24,0,446,0.00367405,0
3317,05-02-15 4:41,20.945,24,0,447,0.00367405,0
3318,05-02-15 4:43,20.92666667,24,0,447,0.003669885,0
3319,05-02-15 4:44,20.89,24,0,445,0.003661569,0
3320,05-02-15 4:45,20.89,24,0,446.5,0.003661569,0
3321,05-02-15 4:46,20.945,24,0,446,0.00367405,0
3322,05-02-15 4:46,20.89,23.89,0,453,0.003644688,0
3323,05-02-15 4:47,21,23.89,0,451,0.003669572,0
3324,05-02-15 4:49,21,23.84,0,448.5,0.003661847,0
3325,05-02-15 4:50,21,23.82333333,0,444.6666667,0.003659272,0
3326,05-02-15 4:51,21,23.79,0,447,0.003654121,0
3327,05-02-15 4:52,21,23.79,0,447,0.003654121,0
3328,05-02-15 4:53,21,23.79,0,445,0.003654121,0
3329,05-02-15 4:53,21,23.79,0,446.5,0.003654121,0
3330,05-02-15 4:54,21,23.79,0,446.5,0.003654121,0
3331,05-02-15 4:56,21,23.7675,0,442.25,0.003650645,0
3332,05-02-15 4:57,21,23.79,0,443,0.003654121,0
3333,05-02-15 4:58,21,23.79,0,443,0.003654121,0
3334,05-02-15 4:59,20.96333333,23.79,0,442.3333333,0.003645846,0
3335,05-02-15 4:59,20.89,23.79,0,444.5,0.003629343,0
3336,05-02-15 5:00,20.89,23.73,0,443.3333333,0.003620137,0
3337,05-02-15 5:02,20.9175,23.7225,0,446.5,0.003625149,0
3338,05-02-15 5:03,20.89,23.7,0,449,0.003615533,0
3339,05-02-15 5:04,20.89,23.7,0,449.5,0.003615533,0
3340,05-02-15 5:05,20.89,23.6,0,448.5,0.00360019,0
3341,05-02-15 5:06,20.89,23.7,0,446,0.003615533,0
3342,05-02-15 5:06,20.89,23.6,0,446,0.00360019,0
3343,05-02-15 5:08,20.89,23.6,0,444,0.00360019,0
3344,05-02-15 5:09,20.89,23.6,0,443.3333333,0.00360019,0
3345,05-02-15 5:10,20.89,23.63333333,0,441.6666667,0.003605304,0
3346,05-02-15 5:10,20.89,23.6,0,449.5,0.00360019,0
3347,05-02-15 5:12,20.89,23.6,0,448.5,0.00360019,0
3348,05-02-15 5:12,20.89,23.6,0,450,0.00360019,0
3349,05-02-15 5:13,20.89,23.6,0,448.5,0.00360019,0
3350,05-02-15 5:15,20.945,23.6,0,446.5,0.00361246,0
3351,05-02-15 5:16,20.89,23.6,0,452.5,0.00360019,0
3352,05-02-15 5:17,20.89,23.6,0,451,0.00360019,0
3353,05-02-15 5:18,20.945,23.5,0,450.6666667,0.003597065,0
3354,05-02-15 5:19,20.89,23.5,0,449,0.003584847,0
3355,05-02-15 5:19,20.945,23.5,0,449,0.003597065,0
3356,05-02-15 5:21,20.945,23.5,0,448.5,0.003597065,0
3357,05-02-15 5:22,20.89,23.5,0,452,0.003584847,0
3358,05-02-15 5:23,20.89,23.5,0,444,0.003584847,0
3359,05-02-15 5:23,20.89,23.5,0,443.5,0.003584847,0
3360,05-02-15 5:25,20.89,23.5,0,446,0.003584847,0
3361,05-02-15 5:25,20.89,23.5,0,449,0.003584847,0
3362,05-02-15 5:26,20.92666667,23.5,0,448,0.003592988,0
3363,05-02-15 5:28,20.89,23.5,0,448,0.003584847,0
3364,05-02-15 5:29,20.89,23.5,0,449,0.003584847,0
3365,05-02-15 5:30,20.945,23.5,0,443,0.003597065,0
3366,05-02-15 5:31,20.89,23.5,0,444.25,0.003584847,0
3367,05-02-15 5:31,20.89,23.5,0,445.3333333,0.003584847,0
3368,05-02-15 5:32,20.89,23.5,0,444.5,0.003584847,0
